winner,loser,winner_score,loser_score,date,duration,clan_battle
1537,327,41,-6,2019-03-27,04:32:00,
1674,435,11,-14,2021-05-14,01:09:00,
1568,1099,24,-14,2020-05-15,02:38:00,
1334,127,12,-17,2020-09-26,03:56:00,17
258,1985,21,-7,2019-01-24,07:04:00,176
1068,1925,14,-36,2020-03-12,01:49:00,156
1807,373,42,-24,2020-07-07,07:24:00,
114,1145,36,-34,2018-02-14,04:23:00,
624,1751,12,-44,2021-07-14,04:57:00,
176,412,14,-35,2020-09-13,07:00:00,
1213,688,37,-21,2019-05-30,02:17:00,
989,819,19,-43,2019-03-18,04:24:00,
1059,1388,14,-22,2018-03-14,04:40:00,58
1626,1535,35,-23,2020-03-01,00:37:00,
992,1573,16,-42,2018-02-25,06:21:00,
1884,1161,26,-35,2018-10-29,00:43:00,180
671,1700,26,-36,2020-01-31,00:40:00,
160,1968,10,-40,2018-03-31,05:59:00,163
969,1996,30,-36,2018-06-05,03:41:00,
1985,1945,29,-33,2019-06-16,06:58:00,97
1317,1572,27,-27,2021-09-18,03:00:00,
1499,1505,18,-9,2018-07-22,03:38:00,154
1384,1063,44,-16,2020-04-06,01:01:00,
1775,341,16,-13,2018-04-18,04:11:00,
1293,502,29,-7,2018-10-10,03:31:00,
959,1061,39,-44,2020-10-13,06:44:00,
541,387,41,-38,2020-10-06,00:21:00,
1134,576,32,-24,2020-02-09,01:40:00,
1110,1016,12,-21,2019-01-04,02:48:00,
1882,1322,28,-29,2018-04-28,07:36:00,
652,1803,13,-18,2021-06-27,07:43:00,
1703,1694,11,-24,2020-01-04,00:44:00,94
1917,863,43,-44,2021-01-28,06:08:00,
632,982,26,-20,2021-05-28,06:07:00,
220,288,25,-25,2020-07-25,07:02:00,
1112,1604,34,-31,2018-05-18,04:23:00,
1279,1355,19,-26,2021-07-25,05:55:00,
1222,795,13,-13,2018-12-21,07:24:00,
1033,1489,20,-32,2018-12-28,06:53:00,
848,456,14,-25,2018-11-28,01:54:00,
1922,106,17,-40,2018-10-22,07:29:00,
1741,2009,39,-33,2020-10-25,01:31:00,121
1361,1888,23,-25,2021-10-21,02:46:00,
1201,1329,35,-34,2019-11-20,06:09:00,
1342,796,39,-32,2020-09-11,04:25:00,
446,1037,18,-16,2018-09-23,06:35:00,
756,1197,22,-39,2019-01-31,06:02:00,
614,388,21,-44,2019-03-17,05:50:00,137
1177,1507,32,-18,2021-01-28,01:27:00,
1479,450,38,-25,2018-08-03,04:42:00,
947,718,31,-36,2020-09-07,07:41:00,
315,183,33,-14,2018-12-10,01:46:00,
1189,1295,40,-26,2021-02-12,03:49:00,
138,867,32,-44,2020-02-06,03:49:00,
123,1781,10,-22,2021-11-01,00:44:00,
106,1236,21,-30,2018-12-05,05:25:00,
520,1461,36,-28,2019-07-04,06:23:00,
1836,1765,13,-22,2018-11-08,06:44:00,
1099,995,20,-16,2021-06-03,02:15:00,
1374,962,24,-5,2021-02-11,00:42:00,
921,891,12,-17,2019-04-28,03:00:00,
1944,1470,39,-24,2018-01-14,00:41:00,
248,1754,38,-38,2020-03-11,04:24:00,
1984,1778,15,-36,2020-03-28,04:06:00,
138,795,14,-40,2020-02-13,05:51:00,123
1190,1955,23,-22,2020-02-17,02:53:00,
449,221,42,-43,2020-08-18,02:48:00,
1104,1278,35,-5,2019-05-24,02:14:00,
1630,497,17,-9,2018-03-17,04:12:00,
815,886,39,-38,2019-01-29,00:57:00,
1680,1954,26,-31,2019-09-21,07:24:00,
1664,1108,41,-22,2019-02-13,00:13:00,
1914,1259,17,-17,2020-01-04,04:36:00,
200,514,16,-24,2019-03-03,06:19:00,
1532,1832,26,-20,2021-08-17,03:36:00,
1677,1876,14,-17,2019-01-29,04:45:00,
1807,377,19,-29,2020-04-02,05:44:00,
1021,1839,21,-5,2018-10-19,05:58:00,64
916,1541,24,-20,2018-03-24,04:43:00,34
268,966,37,-40,2018-11-07,07:48:00,
715,1335,28,-29,2021-05-15,03:06:00,
689,1480,14,-18,2020-09-14,05:27:00,
402,1426,24,-33,2020-10-27,03:27:00,
1951,1806,40,-13,2018-01-18,04:30:00,
1800,590,30,-24,2018-01-31,00:36:00,
646,1523,25,-41,2021-03-21,03:00:00,
1356,1773,30,-28,2020-02-18,05:56:00,
1065,1252,33,-29,2019-02-03,03:53:00,
1358,637,42,-40,2018-02-10,05:07:00,
1219,1333,18,-31,2020-01-17,00:15:00,
436,1602,13,-19,2021-03-03,01:03:00,
781,191,29,-11,2018-12-08,02:48:00,
1454,369,16,-38,2019-10-13,04:59:00,
1543,1352,45,-22,2020-08-21,05:31:00,
2003,1442,17,-29,2019-06-24,03:24:00,
585,1545,28,-34,2021-10-30,06:34:00,
490,1436,38,-7,2019-12-10,03:53:00,
1005,1110,16,-12,2019-06-21,00:12:00,
896,1117,39,-18,2019-09-19,06:19:00,
1573,467,28,-6,2020-08-17,02:43:00,189
1548,1777,38,-43,2018-05-26,07:14:00,106
861,620,14,-19,2019-09-16,04:25:00,
1678,1360,17,-8,2021-05-25,03:57:00,
405,186,40,-23,2019-09-26,06:20:00,
1566,1111,42,-16,2021-01-25,03:00:00,
620,1904,20,-19,2019-09-29,01:07:00,
105,1130,27,-39,2020-08-20,05:49:00,
1916,886,28,-18,2021-09-14,05:07:00,
851,943,10,-28,2018-01-19,01:00:00,
875,1758,30,-20,2018-05-10,00:01:00,
1300,1940,10,-10,2019-02-23,04:06:00,
1667,637,22,-27,2021-11-01,01:10:00,183
838,1221,20,-32,2019-03-17,07:18:00,26
1018,329,11,-14,2020-06-07,03:20:00,
655,1622,38,-12,2019-05-03,04:18:00,59
1640,1057,38,-40,2019-11-19,07:40:00,185
462,1745,40,-21,2019-10-01,01:08:00,
1298,1561,17,-38,2019-04-05,07:44:00,
1374,1514,19,-29,2018-10-19,04:11:00,81
389,933,36,-30,2021-04-11,02:04:00,62
881,655,39,-24,2018-03-13,04:15:00,
1037,815,43,-13,2020-03-19,00:29:00,
954,1653,26,-12,2021-03-30,00:52:00,
662,560,41,-28,2020-12-17,06:11:00,
763,1162,10,-43,2021-09-20,04:07:00,
393,1679,12,-30,2018-09-25,02:58:00,28
1416,197,30,-10,2018-06-20,05:26:00,
1236,1873,41,-22,2018-09-27,00:31:00,
1486,1619,33,-17,2021-02-03,07:24:00,
413,133,15,-30,2018-01-12,07:49:00,
1260,1718,33,-33,2018-05-22,03:11:00,88
907,527,30,-35,2018-10-12,07:05:00,
1878,141,14,-36,2019-03-22,05:48:00,94
1685,168,42,-42,2018-06-22,07:28:00,
1028,805,31,-9,2021-04-30,00:17:00,
108,1474,42,-26,2020-08-25,01:08:00,
1711,1353,32,-35,2018-02-01,01:40:00,
826,1660,29,-10,2020-04-10,00:39:00,150
1827,1452,34,-43,2020-01-26,05:40:00,
866,125,23,-41,2020-09-18,01:50:00,156
1339,423,24,-16,2021-02-05,07:24:00,
1474,729,20,-38,2018-09-02,00:13:00,26
966,1133,28,-27,2019-07-30,03:36:00,
1528,1631,19,-30,2019-07-29,03:05:00,
1963,1278,20,-20,2019-01-15,04:38:00,
1902,1331,32,-25,2019-08-30,07:53:00,
1429,1925,16,-44,2019-10-03,02:48:00,
144,428,15,-45,2019-07-17,00:21:00,
1488,934,40,-15,2020-03-22,04:34:00,
979,1054,16,-8,2021-01-20,00:56:00,
1110,1563,44,-42,2020-10-28,00:22:00,
374,457,10,-19,2018-06-24,04:00:00,
1097,1890,44,-38,2019-08-17,07:26:00,90
846,864,10,-20,2018-04-14,03:02:00,89
114,595,17,-38,2020-05-23,03:41:00,
1692,1628,41,-45,2019-08-07,06:59:00,
1097,326,15,-43,2019-09-30,07:19:00,200
1567,322,33,-20,2018-07-30,01:42:00,
1865,468,34,-38,2019-03-31,03:47:00,
1545,1978,40,-11,2018-06-26,05:51:00,
556,485,35,-45,2020-02-11,05:05:00,
1011,782,34,-7,2020-03-20,00:37:00,
217,215,15,-15,2019-07-15,00:26:00,
312,1178,10,-5,2019-01-10,01:18:00,
1732,860,12,-27,2021-05-22,05:07:00,60
1285,1668,30,-20,2018-10-17,05:25:00,
140,880,14,-14,2018-06-21,03:19:00,
346,1470,35,-45,2021-07-03,05:08:00,
1666,919,32,-6,2018-08-19,00:34:00,
386,1965,19,-8,2020-11-25,00:35:00,
754,173,33,-20,2021-04-16,00:07:00,
604,379,22,-30,2021-08-30,05:40:00,178
939,341,39,-20,2019-04-30,04:36:00,
489,1854,39,-33,2018-03-15,06:40:00,
735,216,12,-15,2019-11-17,02:32:00,
1866,353,38,-14,2021-08-31,01:23:00,94
188,464,30,-33,2019-02-03,07:53:00,
1328,1848,37,-6,2019-10-14,03:56:00,
1444,1336,35,-43,2019-02-05,02:57:00,
721,1359,17,-41,2018-11-11,02:42:00,
1138,1147,13,-16,2018-09-20,07:19:00,
705,1233,36,-24,2020-02-06,03:53:00,
917,794,39,-16,2020-02-10,01:57:00,
1154,2002,14,-32,2021-08-17,04:41:00,89
748,1915,28,-5,2020-02-28,05:55:00,
1805,777,12,-33,2021-05-08,05:44:00,
733,1940,23,-11,2021-08-14,02:57:00,
1701,102,12,-32,2019-06-18,05:48:00,77
834,909,38,-34,2019-12-01,01:01:00,
375,400,27,-14,2020-09-13,01:57:00,172
1449,1078,42,-17,2018-12-29,00:50:00,
610,642,14,-31,2018-10-28,06:12:00,
368,1738,44,-44,2021-03-23,01:57:00,
1010,1157,15,-32,2019-04-18,06:05:00,
1052,1985,26,-33,2021-02-10,06:31:00,
997,1790,35,-5,2019-11-02,00:00:00,
956,564,34,-37,2018-08-04,05:26:00,73
1492,1205,27,-38,2019-05-28,00:29:00,
766,1434,30,-34,2021-11-07,05:00:00,
1989,995,12,-12,2021-05-30,06:15:00,
1639,340,25,-21,2019-01-25,00:57:00,
699,1935,19,-19,2020-04-16,00:56:00,
1363,1945,29,-33,2018-12-13,04:11:00,
555,878,32,-33,2018-05-16,06:58:00,61
1215,634,32,-7,2020-01-11,04:11:00,
1720,1768,40,-18,2021-08-25,07:01:00,
1571,366,25,-12,2019-08-29,01:46:00,8
847,1160,21,-23,2018-10-06,07:14:00,
464,476,27,-13,2021-06-18,04:42:00,
1433,468,17,-36,2020-08-29,03:04:00,
352,470,39,-40,2021-07-13,02:22:00,
1058,139,33,-31,2020-11-13,01:59:00,
1321,1826,10,-19,2019-09-15,06:18:00,
1605,1405,20,-14,2018-08-20,05:01:00,
1834,236,13,-26,2020-07-14,00:16:00,
1848,1405,33,-17,2019-06-04,00:12:00,
1521,1271,35,-42,2018-12-24,02:42:00,
1699,1900,29,-15,2020-07-28,06:24:00,
1995,976,42,-34,2019-04-12,02:05:00,
1872,585,15,-44,2018-07-05,05:25:00,
233,866,33,-36,2019-12-08,04:00:00,
574,1658,30,-21,2018-03-21,07:35:00,16
1374,300,20,-27,2021-09-03,00:57:00,
317,1736,30,-33,2019-03-03,02:59:00,
1387,1105,15,-7,2019-07-16,05:34:00,188
1947,161,18,-37,2019-04-06,02:48:00,
981,146,35,-31,2018-01-15,01:00:00,
1277,582,24,-21,2021-06-15,02:29:00,
173,1870,23,-11,2019-09-08,05:54:00,
585,101,17,-13,2019-07-18,00:16:00,
831,1948,13,-24,2021-07-14,00:30:00,
1644,1298,31,-24,2018-07-19,02:50:00,
1331,1339,41,-41,2020-10-11,05:44:00,
1009,899,18,-9,2018-06-21,03:58:00,66
1200,1816,15,-37,2018-06-20,07:39:00,
199,502,24,-44,2018-10-27,03:41:00,
400,1782,20,-37,2020-08-18,03:14:00,114
1908,1625,24,-26,2020-08-31,03:29:00,128
552,1751,35,-37,2019-03-01,02:18:00,8
1593,1033,31,-20,2018-06-19,07:34:00,
690,1945,10,-38,2019-09-06,04:16:00,
420,1383,21,-25,2020-05-17,02:21:00,
1395,1625,27,-33,2018-08-07,04:52:00,
1109,663,20,-42,2020-08-20,03:33:00,
183,1504,27,-44,2020-11-26,07:26:00,
947,461,15,-9,2021-08-12,06:20:00,
474,1076,15,-10,2019-11-09,03:01:00,26
1130,805,31,-16,2020-05-24,03:31:00,
476,1788,35,-33,2019-07-18,06:21:00,24
819,1485,10,-25,2018-02-21,07:35:00,173
133,685,45,-19,2020-01-09,04:58:00,
1537,993,21,-23,2019-05-17,00:26:00,
1885,1320,15,-35,2018-02-17,06:40:00,102
439,568,30,-9,2021-01-03,04:40:00,
1412,428,29,-25,2019-12-23,05:33:00,138
415,298,11,-15,2019-08-24,04:00:00,
870,1771,31,-45,2018-08-10,05:30:00,144
539,733,24,-31,2018-07-07,05:10:00,
942,1577,12,-38,2019-09-22,03:20:00,
1956,537,11,-42,2019-05-12,06:51:00,
685,858,20,-43,2018-02-10,04:45:00,
512,1053,16,-39,2018-10-05,03:59:00,
1105,584,28,-17,2019-06-01,03:06:00,
597,1279,43,-31,2019-07-29,03:00:00,
1803,941,43,-21,2021-01-26,06:57:00,
605,143,27,-40,2020-11-14,03:06:00,
1191,1648,39,-44,2019-07-20,07:52:00,
115,1672,19,-42,2020-02-03,05:59:00,
368,397,32,-35,2020-03-09,02:47:00,118
599,731,28,-30,2021-07-31,07:30:00,
1392,1035,41,-32,2021-01-14,04:55:00,
111,1369,14,-15,2018-10-12,02:04:00,
909,454,31,-43,2018-07-22,00:10:00,
181,916,43,-26,2020-04-14,00:18:00,
632,1082,11,-11,2018-03-22,00:27:00,
1894,1072,39,-45,2020-04-24,06:56:00,
561,577,42,-31,2020-12-29,04:22:00,
1259,2004,33,-39,2021-08-19,07:46:00,
1895,417,37,-6,2018-08-31,01:01:00,174
678,534,27,-14,2018-08-09,04:33:00,
806,1986,42,-19,2018-03-31,03:54:00,
490,1134,38,-20,2018-02-20,01:58:00,
823,1177,41,-42,2020-04-23,06:01:00,
1524,159,37,-33,2020-11-12,02:34:00,
1973,1750,25,-33,2018-01-13,05:46:00,78
626,412,40,-13,2018-07-09,04:01:00,171
534,1002,17,-39,2020-03-17,01:37:00,
1732,417,13,-16,2020-11-01,04:13:00,
1983,429,24,-18,2020-03-15,05:03:00,
1446,1498,45,-18,2018-03-29,02:27:00,129
919,1798,10,-10,2018-08-02,04:47:00,
1276,606,13,-17,2021-04-29,02:43:00,
1156,1001,42,-16,2021-02-11,03:10:00,127
1936,391,10,-45,2020-01-20,03:04:00,
1570,1675,11,-7,2021-10-31,00:08:00,34
576,1194,25,-39,2018-06-16,07:20:00,
1653,451,31,-34,2018-07-07,03:51:00,
377,719,13,-34,2021-10-03,07:06:00,
470,392,24,-20,2019-11-08,00:45:00,111
1837,1558,16,-29,2019-04-07,01:42:00,
1972,663,43,-26,2020-11-17,01:29:00,
1627,1030,29,-13,2018-10-14,02:28:00,
1452,1978,13,-35,2018-09-29,04:40:00,
579,363,23,-22,2018-01-16,01:17:00,
1505,1560,40,-11,2021-09-11,05:28:00,
1193,324,44,-43,2020-10-02,02:44:00,
549,1387,25,-26,2018-09-23,04:50:00,
1759,1200,23,-37,2019-09-15,04:01:00,
692,370,25,-5,2021-08-07,07:57:00,
1700,1406,26,-6,2019-05-06,02:59:00,
642,1295,41,-28,2020-07-02,00:41:00,
1134,1603,35,-18,2018-07-31,03:02:00,
1749,1421,13,-14,2019-02-24,04:50:00,
888,140,35,-20,2020-10-18,04:43:00,
167,1241,38,-22,2018-08-07,04:16:00,
155,1413,20,-26,2021-06-08,06:58:00,
178,1545,24,-38,2018-10-02,06:04:00,
1454,630,32,-23,2020-07-11,03:04:00,133
1888,786,27,-35,2018-11-22,03:34:00,
106,758,25,-23,2019-06-27,05:58:00,
388,523,14,-17,2021-05-02,00:31:00,
240,1522,22,-32,2019-10-15,05:25:00,127
158,1632,18,-28,2019-01-26,06:44:00,
1661,996,13,-12,2020-12-02,05:14:00,
1346,1391,33,-31,2020-01-18,05:36:00,
571,1365,35,-37,2020-04-29,02:27:00,15
953,1638,26,-10,2019-01-20,00:33:00,
1713,293,32,-19,2019-03-06,01:07:00,
1830,1741,30,-33,2020-07-20,00:26:00,
225,957,37,-8,2021-11-10,01:07:00,50
429,1087,44,-18,2019-06-02,02:46:00,
1072,963,35,-38,2020-04-28,03:18:00,
1708,309,39,-29,2021-01-12,03:50:00,12
1804,668,31,-9,2019-02-19,03:54:00,
953,849,17,-30,2021-01-28,04:17:00,
172,1931,33,-38,2020-01-29,04:27:00,
1943,339,22,-34,2019-01-07,05:28:00,
395,229,17,-7,2018-10-27,03:44:00,
993,397,17,-5,2019-11-12,06:22:00,151
825,440,25,-20,2019-08-16,04:50:00,
1486,1228,24,-27,2018-04-04,05:22:00,9
1999,435,36,-17,2018-08-13,04:49:00,
1990,580,28,-6,2021-01-15,01:22:00,88
1701,335,33,-44,2019-07-05,02:05:00,
203,1172,22,-27,2019-12-21,00:14:00,
267,426,12,-10,2018-05-23,05:50:00,
127,345,17,-18,2019-10-04,00:38:00,
712,502,24,-29,2019-03-20,06:44:00,
1237,731,31,-34,2020-04-23,03:38:00,
114,1604,16,-29,2019-12-01,01:10:00,
1502,503,36,-8,2021-06-09,05:25:00,
722,229,20,-45,2020-12-07,00:00:00,185
736,103,16,-42,2020-07-20,06:09:00,
495,460,34,-13,2018-08-01,05:54:00,
1388,707,42,-38,2020-05-05,02:35:00,
931,343,31,-27,2021-09-24,02:37:00,
858,257,12,-30,2018-10-28,07:17:00,
1043,1115,22,-20,2018-08-05,03:30:00,
1414,787,23,-7,2018-10-01,00:04:00,
560,1455,23,-16,2020-09-25,05:46:00,
509,1913,31,-44,2018-05-14,02:17:00,
1805,1674,28,-43,2020-03-28,05:47:00,
1963,638,36,-31,2018-07-31,03:20:00,
541,571,11,-38,2018-06-01,01:03:00,85
972,1616,40,-30,2019-11-18,01:50:00,
1466,1997,31,-45,2021-08-12,07:15:00,
1377,686,13,-40,2018-01-01,02:10:00,
1092,1933,36,-16,2019-07-09,06:08:00,
1534,1465,35,-30,2019-07-17,06:11:00,
1999,1267,26,-23,2019-09-15,06:33:00,
815,993,44,-22,2021-09-04,00:40:00,
990,1489,25,-25,2018-03-18,02:52:00,159
641,1280,14,-31,2020-11-13,07:06:00,
1493,184,27,-44,2019-02-06,01:44:00,
1271,103,14,-12,2021-05-03,01:53:00,43
1184,1361,39,-8,2018-09-05,00:00:00,
1840,744,34,-17,2018-04-28,00:14:00,
1097,1049,44,-44,2020-12-30,05:20:00,31
1461,332,43,-8,2020-02-19,07:35:00,196
1038,1906,14,-42,2020-02-12,03:14:00,
1241,960,34,-20,2018-12-16,04:40:00,
894,281,23,-20,2021-02-14,00:58:00,
1514,1989,20,-19,2019-09-08,00:33:00,55
801,243,36,-22,2019-04-05,02:01:00,
970,1406,22,-37,2021-05-20,01:54:00,
1528,1794,42,-45,2021-01-06,01:30:00,42
1961,1129,38,-16,2020-02-05,01:44:00,
1352,1796,15,-12,2018-09-11,01:50:00,
1700,1167,45,-28,2018-12-19,02:00:00,200
368,1046,20,-45,2018-03-20,00:49:00,
713,1113,19,-27,2019-02-04,07:38:00,
928,997,37,-13,2020-12-27,03:18:00,
297,1103,44,-33,2020-07-03,05:31:00,
1673,567,33,-16,2021-03-07,03:17:00,38
1801,1406,28,-41,2021-10-16,01:58:00,
325,1413,19,-29,2021-11-02,03:06:00,157
512,1157,45,-43,2021-10-02,01:55:00,22
1028,1943,14,-43,2019-09-03,04:51:00,
1319,367,24,-21,2019-02-15,03:28:00,
1151,856,22,-20,2019-04-13,00:03:00,
1255,1651,25,-20,2018-04-18,05:20:00,
688,1002,40,-33,2018-01-18,06:02:00,
1338,1695,16,-26,2018-01-01,07:36:00,
883,1264,44,-36,2020-05-09,06:17:00,
876,1489,35,-7,2018-11-23,00:56:00,
1852,1900,32,-9,2019-10-12,05:31:00,200
1151,672,40,-5,2019-01-01,03:49:00,
157,1254,26,-6,2019-03-15,06:27:00,40
224,1861,30,-32,2018-11-20,04:22:00,
1436,795,11,-24,2021-08-05,07:20:00,
589,1694,31,-44,2020-06-19,05:43:00,
1415,1534,14,-43,2021-03-12,02:44:00,
749,1342,45,-17,2019-01-24,06:20:00,
1480,761,26,-34,2019-08-08,07:10:00,
1847,1675,28,-21,2021-10-07,05:08:00,
1583,639,16,-5,2019-07-08,02:49:00,87
1236,299,27,-11,2020-03-12,04:55:00,
1693,379,36,-28,2018-07-20,06:43:00,
1917,564,27,-25,2019-12-15,00:31:00,
873,847,40,-25,2019-09-24,06:40:00,
628,908,41,-32,2021-08-18,02:34:00,
599,977,10,-26,2020-09-10,05:49:00,
1910,1585,41,-15,2021-10-12,04:44:00,
1017,1171,35,-28,2020-09-01,01:08:00,
1752,1780,26,-44,2019-12-02,02:30:00,
1697,476,26,-11,2021-03-21,05:39:00,
1872,951,39,-18,2020-06-08,06:22:00,
516,1014,38,-19,2020-12-01,00:24:00,
931,750,23,-31,2020-12-14,06:09:00,
1186,600,10,-20,2019-11-09,07:00:00,172
1271,866,18,-5,2018-05-06,03:44:00,
1406,1896,15,-29,2018-06-20,03:57:00,
328,353,16,-11,2021-08-19,07:52:00,
856,1155,17,-27,2020-11-27,00:23:00,
1550,1000,11,-44,2018-03-23,04:43:00,
140,1826,14,-17,2020-09-25,04:58:00,
1144,314,42,-14,2019-12-04,05:59:00,
1801,1661,19,-36,2021-07-31,01:36:00,
1862,1271,28,-12,2020-02-16,02:14:00,
598,1353,43,-9,2021-01-11,05:01:00,
364,912,35,-26,2020-06-30,00:26:00,
249,382,44,-40,2019-10-23,07:07:00,98
1606,631,24,-37,2018-03-21,00:17:00,
676,1279,43,-31,2020-07-30,07:29:00,171
1668,616,20,-42,2020-01-12,05:40:00,
1548,595,13,-45,2019-11-16,05:23:00,
832,1284,34,-37,2020-08-26,06:34:00,
1754,1664,10,-21,2018-12-26,07:42:00,194
1112,251,38,-38,2018-07-07,07:26:00,
1837,392,24,-16,2021-03-12,03:33:00,
1258,128,41,-18,2021-04-17,04:43:00,89
929,733,11,-15,2020-04-09,04:39:00,114
503,1431,30,-23,2021-01-23,04:18:00,
105,1525,17,-6,2019-09-13,06:01:00,
1352,379,31,-24,2021-11-07,05:38:00,124
807,975,40,-18,2018-08-16,01:26:00,
656,1129,20,-42,2019-01-24,07:08:00,
1053,679,12,-39,2021-04-04,05:00:00,
1378,1132,45,-37,2018-07-22,04:10:00,
1884,1663,15,-21,2020-03-12,02:17:00,
278,1743,21,-28,2018-09-16,05:42:00,62
1978,994,41,-13,2019-04-13,06:12:00,
1070,1743,23,-40,2021-05-27,00:25:00,
1483,980,43,-5,2019-09-13,02:17:00,
328,1207,10,-6,2019-11-08,01:07:00,29
1978,839,25,-30,2019-10-05,06:27:00,
1079,564,45,-23,2019-03-14,00:35:00,
508,1672,25,-24,2020-07-06,03:03:00,
1150,1709,25,-41,2019-10-27,00:41:00,46
736,1138,12,-32,2020-04-02,05:32:00,
1675,1001,10,-31,2019-10-20,07:25:00,
1645,470,37,-18,2019-10-04,06:22:00,198
1757,1538,14,-40,2021-08-18,06:58:00,
140,429,24,-24,2019-12-18,00:05:00,
327,1634,13,-29,2020-07-11,01:38:00,
1826,433,35,-12,2018-10-03,04:23:00,
2002,1775,30,-25,2018-09-19,00:45:00,131
1101,980,30,-26,2018-02-05,02:19:00,
1936,1606,40,-19,2020-06-30,01:03:00,
1926,1017,45,-26,2021-11-12,01:20:00,
918,502,23,-44,2020-08-25,00:23:00,
999,1672,21,-5,2020-09-22,04:09:00,
661,1434,26,-33,2018-10-20,02:04:00,135
1934,888,24,-32,2021-10-24,04:41:00,138
548,1634,40,-32,2021-09-02,07:20:00,
1356,1766,25,-7,2021-02-25,05:59:00,
1862,1898,32,-15,2021-01-14,04:20:00,
808,1984,42,-13,2021-11-04,00:02:00,
1648,703,28,-29,2020-06-13,03:59:00,
1803,441,26,-21,2019-09-19,02:17:00,
967,1502,17,-25,2018-03-21,03:18:00,81
929,1955,11,-38,2020-01-31,07:15:00,
749,1637,40,-6,2018-01-04,07:12:00,140
975,581,38,-28,2018-05-27,03:57:00,8
1426,619,31,-38,2020-07-18,01:12:00,
133,838,33,-13,2020-06-30,07:52:00,
1242,500,33,-30,2018-01-06,01:35:00,
122,1397,45,-13,2021-01-02,01:27:00,
383,1001,38,-19,2018-08-10,02:18:00,
750,536,42,-39,2019-01-17,00:20:00,
1712,1581,23,-5,2019-11-13,02:24:00,
443,539,34,-14,2019-02-22,01:32:00,95
362,1591,43,-12,2021-05-03,02:53:00,
1271,1244,38,-21,2018-11-26,03:32:00,193
1750,640,26,-6,2019-07-06,06:13:00,
468,1285,44,-44,2020-11-02,05:28:00,
1997,776,35,-35,2020-02-17,00:52:00,
924,1835,11,-27,2020-12-03,01:02:00,
495,791,21,-34,2021-09-01,04:00:00,
1601,119,30,-6,2020-10-18,05:25:00,
189,1786,33,-36,2019-03-24,00:34:00,
486,1364,32,-14,2021-04-18,05:33:00,
560,1966,32,-32,2021-04-30,02:52:00,
472,1395,30,-21,2019-02-15,04:20:00,74
1603,792,38,-42,2018-03-13,00:52:00,
1599,313,23,-12,2019-01-16,02:03:00,167
512,1383,18,-12,2021-06-11,03:48:00,
1695,781,39,-28,2018-11-08,06:10:00,
1493,1318,39,-40,2019-12-19,06:45:00,
311,568,32,-11,2019-03-31,04:46:00,
350,722,36,-33,2019-10-13,02:29:00,
915,863,22,-14,2020-03-17,04:52:00,
1932,1595,31,-26,2018-05-20,06:51:00,
1527,1538,19,-35,2020-07-13,05:39:00,
264,1765,26,-40,2019-10-05,05:05:00,
1408,437,24,-42,2021-08-09,05:02:00,
1791,1930,44,-18,2018-11-17,06:35:00,110
1118,1541,22,-45,2018-11-28,06:01:00,
799,394,12,-15,2019-03-05,03:39:00,
641,1411,36,-9,2019-07-06,04:55:00,
1401,1121,43,-13,2021-08-30,01:56:00,
1181,843,18,-44,2020-12-25,05:56:00,
1093,1582,17,-5,2021-06-06,00:12:00,
1349,1370,40,-20,2021-06-07,07:21:00,
1080,1312,36,-43,2021-07-14,03:43:00,
503,1858,39,-44,2020-10-20,03:06:00,
1935,433,13,-22,2020-02-11,02:56:00,49
688,600,43,-15,2018-06-18,03:59:00,
1823,328,12,-37,2019-08-22,05:01:00,110
1188,1148,23,-11,2019-01-11,04:28:00,131
406,140,14,-19,2020-12-04,02:34:00,
874,254,24,-7,2019-04-20,04:15:00,
1493,1331,24,-26,2020-03-19,04:35:00,78
389,1550,31,-39,2021-11-09,04:40:00,
1911,452,28,-30,2020-09-01,03:56:00,178
1270,927,19,-28,2021-05-19,01:37:00,
1299,1176,16,-43,2020-10-12,06:35:00,
1038,106,22,-25,2019-04-24,06:30:00,
1261,1012,35,-29,2018-01-02,00:53:00,
1016,1250,22,-33,2018-03-14,07:34:00,
1468,811,17,-19,2020-01-04,03:57:00,
1368,1838,41,-18,2019-08-30,01:10:00,
922,205,37,-33,2018-06-15,01:36:00,
693,1710,45,-26,2019-04-22,01:17:00,
246,1637,33,-36,2020-03-12,04:21:00,
806,297,14,-14,2021-01-08,01:00:00,
1100,562,41,-32,2019-09-02,04:44:00,
902,427,19,-21,2018-05-30,06:21:00,
285,1764,39,-14,2019-11-13,06:37:00,
1475,386,20,-15,2019-08-22,07:31:00,9
1763,556,16,-9,2020-10-30,07:48:00,69
362,1909,22,-38,2020-10-23,01:38:00,
565,963,45,-26,2021-08-17,02:25:00,
539,1324,13,-44,2018-07-20,00:48:00,
956,723,30,-39,2020-08-29,04:00:00,81
1907,302,31,-44,2019-04-15,01:11:00,
917,1530,19,-8,2018-01-30,04:38:00,
252,640,12,-18,2020-08-17,03:38:00,
1925,875,27,-25,2020-10-23,06:23:00,
1157,464,40,-20,2021-05-30,05:48:00,165
1227,1898,44,-19,2021-01-02,05:20:00,186
1337,1725,38,-36,2018-09-18,05:04:00,
513,1635,17,-45,2019-07-24,06:52:00,
1856,1792,33,-28,2021-10-06,01:21:00,
1599,1730,19,-19,2019-03-17,05:37:00,
