player,clan,role,date
#8YPURJVLP,#VQCQQJP,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-24
#2Y0QR8YCR,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-25
#88VR0GVPL,#VQCQQJP,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-22
#98PJJGQJG,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-25
#2LVG2C22U,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-18
#9P8220PUU,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-29
#2YUQCC8YV,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-03
#20JLQYG2U,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-11
#2J888QUGQ,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-20
#8L2URCCR0,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-07
#2YJV8QPRL,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-17
#2YVJVGP02,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#2U02YVYVU,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-25
#2R98U2C9C,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-17
#YJ8R2Y9L,#VQCQQJP,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-18
#2QQCULG2V,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-28
#QQLVULY,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-14
#9PRCYU8U,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-12
#QUJR89R,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-10
#LVRUV8YV,#8YQ9LPPV,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-04
#2828UJVPG,#8YQ9LPPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-26
#G0YYJGG,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-24
#2UY8GVQ2,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-21
#8YRGR00G,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-06
#89JV98089,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-27
#YQCL8VRL,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-10
#R8GRU8YP2,#8YQ9LPPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-01
#R0PCJLYV8,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-14
#PY2CLV2L,#8YQ9LPPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-14
#PJY90J9VL,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-27
#9QC2Y0J8,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-06
#8PVV28U8,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-02
#2JJ9Y9GLQ,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-26
#98G2RCCYY,#8YQ9LPPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-18
#28GUPV8QG,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-08
#299JJLV8L,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-26
#LYYQVJ0U,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-07
#PJJURULY,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-13
#LUYCUJV2,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#2YP2UJJ0U,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-30
#JPQPPUJ,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#2VP8Q2PU9,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-24
#80VGYGQL,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-01
#2PVJQC8Y,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#P89RY20Q,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-08
#8UV990YU,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#YPCVU2UQ,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-18
#L8JQ8JL2,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-01
#UUY9VG09,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-11
#2220RUV9Y,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-16
#YQ9QYJGP,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-21
#9U0C0LRL9,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-22
#9PVLCGVQ,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-22
#9RLJ2CG8,#8YQ9LPPV,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-26
#V29RYRCC,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-02
#PQGV0VCQQ,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-05
#PL0G808QU,#8YQ9LPPV,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-28
#9RCYRP2,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-20
#98UVV0,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-29
#28CGVGQQQ,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-18
#Y2PULV0LV,#8YQ9LPPV,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-25
#8LULYQ82Q,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-06
#8982292LY,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-14
#P0RR0VQLC,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-25
#99UVLULJY,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-21
#PC9JLQR,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-06
#222VRRYJ,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-17
#8YVGGVC8P,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-28
#YCLCY0R,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-03
#8YGVPR9Y0,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-09
#2LYPPG0Y2,#9LP9VCJ8,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-10-11
#Q28QYVJQ,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-20
#GPP2YLL8,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-27
#9GLYYQ2L,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-04
#92RUJ8LPP,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-05
#90R22UVY,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#28CVU99UQ,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-29
#2PJP8LJC,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-11-03
#P8YUYYGPQ,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-23
#UP2Q8RR0,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-25
#8ULLYVCY9,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-08
#P9L2UGPR,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-25
#P8YLG882L,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-23
#QCJQYP0C,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-11
#2PJQR28Q,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-15
#9ULPU0QL,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-01
#JPL8QUG0,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-04
#9CJP9GRY,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-14
#LY2V9GQV9,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-17
#PRU8Y0UQY,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-29
#2UCLC88U,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-22
#RQCUUP2,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-10
#GQPRJCUU,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-01
#PG88RGQY8,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-23
#YG9UL29R0,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-23
#8GQ0P22RJ,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#2VJV9RR9J,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-11
#C9Q2VJ9,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-24
#VCVCG2YR,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-19
#8PUG0JQ9,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-14
#9GUULQJJ,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-12
#R99UYRL,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#YQV28LYL,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-28
#98YVRUYLR,#9LP9VCJ8,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-08
#88YPYCLCP,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-17
#PLGJU82QC,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-07
#2RQRQVU08,#9LP9VCJ8,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-03
#20JYUJGPQ,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-13
#R8UYJ2YP,#9LP9VCJ8,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-22
#P2CYJ0VU,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-28
#2PUR2R89L,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-14
#9QLU9UJ2R,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-03
#99Q8CU,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-13
#2UV9020RY,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#8Y0VL9C,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-14
#8CC9G99PG,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-25
#99QVP8J8Q,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#820PRY28P,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-18
#YVCPCRR,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-07
#P02QYPQ8V,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-14
#YYRPRU82V,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-05
#20YJGL9V,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-17
#8JRC80YPR,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-24
#G28V8PR,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-27
#PYGV2CRLJ,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-08
#YCPC92CC,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-02
#2GPVRQJG2,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-03
#20CLG9VGL,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-09
#2LPJRU2LP,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-31
#9UQPRG0RU,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-05
#J002G8UV,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#2VQ90LLL,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-11-02
#8Y9L200U,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-04
#CGJ8JRCR,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-10
#GGCQ8GQR,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-03
#2PR09PCQY,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-08-05
#82RQ02YUJ,#9GUCJRL0,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-11
#2CCQUJJR,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-11
#22U8RQ908,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-08
#P29CCURC,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-11
#2C90R29P9,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-21
#8GL2CRGLR,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-02
#P82UJJGLG,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#2PV0VYGLV,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-19
#PLVU202JY,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-05
#2YLCVUYYP,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-08-12
#GQ20CGP,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-09-05
#8YYYUVRQ,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-13
#9YPJY2GU2,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-04
#GJCC29PC,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#29VLJP0UC,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-09
#PQR90RV9C,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-17
#8QR8V08YG,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-14
#8UYL0PPJ,#9GUCJRL0,elder: They are able to kick members once every 20 minutes and invite or accept players to the Clan but are not able to change the Clan Settings.,2021-10-25
#CJJVYY28,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-01
#PCRRYUQ88,#9GUCJRL0,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#28QV090VL,#9GUCJRL0,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-10
#9CCL0VU,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-28
#U890Q9UQ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-17
#8GP2YJCL9,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-07
#2GLLJ9QY,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-06
#2UJP2U2UP,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-19
#202C2CU0U,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-14
#8Y0LC0L08,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-17
#9VY020RQV,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-18
#8YULR0QR,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-30
#QJU0P2JJP,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#VRYV8QGQ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-08
#RPRL02JQ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-09
#YYC9U9JUV,#8VUVGPVC,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-09-05
#RRCUL00,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#89QYQL20G,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-04
#2P2PCQ0JL,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-13
#2G9PQUGY,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#9Y9Y80,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-10
#2JJGRPVPL,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-15
#8QCLQQCVL,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-08-26
#2VRYG0GQJ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-19
#Y202YVUU,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-26
#2PCRV0QPY,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-09
#828200G2P,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-02
#80J0P829U,#8VUVGPVC,leader: They have the same privileges as Co-leaders however the Leader is the only player in the Clan who can kick and demote everyone. Transferring leadership of a clan will demote the transferring player's role to Co-Leader and their desired player will take the Leader role.,2021-09-25
#2VC0RUVVR,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-06
#9QR0Q2YYC,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-11-05
#228J88L89,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-15
#C9C0R0V8,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-09
#92J8VQRJ9,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-09
#UJVJJ0LU,#8VUVGPVC,coLeader: They can kick/promote/demote members and elders; Recruit/accept players; and are able to change the Clan Settings. They can also promote Elders to Co-Leaders but cannot demote Co-Leaders.,2021-10-19
#22JY90CP0,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-04
#22GYRRYLJ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-20
#8PRGRYPCC,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-30
#8Y9QVU2QJ,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-25
#8YGR88JJC,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-28
#L8YQLYV2,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-21
#2JGRPU928,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-10-03
#82R8VJGGR,#8VUVGPVC,member: They cannot kick or promote nor change the Clan Settings. This is the default role when players join a clan.,2021-09-08
