id,sender,receiver,text,date,answer
938,#9U0C0LRL9,#RVL8JP,"Cooper, you may be fearless in this world, but there are other worlds.",2020-12-30,
939,#8QRQ0JLRY,#2CVLVGVRL,"In winter here no heart could mourn for summer or for spring.,",2021-01-19,
940,#PC9JLQR,#LYG9QGGQ,"I want to be a healer, and love all things that grow and are not barren.,",2021-07-05,
941,#LP0LQQL,#2V2QJLU2Y,Black as midnight on a moonless night.,2020-09-08,996
942,#8L000LJ9Y,#89UV8ULY,"Nothing burns like the cold.,",2021-07-07,599
943,#R9U2J8CR,#8GLQ9G0RG,"It has been a pleasure speaking to you.,",2021-04-13,897
944,#R0CG80YG0,#28CVU99UQ,"You know, Marty, you look so familiar to me. Do I know your mother?,",2021-05-25,
945,#PY9CULY,#2PCYY2QCP,"Around the survivors a perimeter create.,",2021-03-02,653
946,#PGJ8QR9U,#29UJ9Q99,"Mudhole? Slimy? My home this is!,",2020-10-14,
947,#2PPRU8QU0,#8QPYVCL,"I want to be a healer, and love all things that grow and are not barren.,",2021-10-15,
948,#8VUPVJ2R,#UY900V,"What about all that talk about screwing up future events? The space-time continuum?,",2021-06-01,
949,#2LYPPG0Y2,#8982292LY,"Not if anything to say about it I have,",2021-10-18,
950,#Q89VPVUP8,#28YC8C2R,"Great Scott!,",2020-12-20,6
951,#28Q0YRYU9,#2QQCULG2V,"You know, this is — excuse me — a damn fine cup of coffee!",2021-08-09,315
952,#CRGUQ2P,#JUUQ99U0,"Hodor? Hodor.,",2020-10-11,88
953,#28JUC89JV,#2P0PQCVPC,"Real names tell you the story of the things they belong to,",2021-05-14,700
954,#JJVVV8RG,#2PUJ2URC,"Mudhole? Slimy? My home this is!,",2021-08-28,578
955,#U9PU9LQV,#RQQQY2L28,"Don't worry. As long as you hit that wire with the connecting hook at precisely 88 miles per hour, the instant the lightning strikes the tower... everything will be fine.,",2020-10-23,
956,#280YVGJQU,#PU2YY8,"What-what the hell is a gigawatt?,",2021-05-13,
957,#22UCVR0CL,#V0QCQUCL,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2021-08-20,340
958,#9RQ8YRYQL,#229P2QYL0,"Windom Earle's mind is like a diamond. It's cold, and hard, and brilliant.",2020-11-04,
959,#90VLUCGVG,#22U2C2PP0,"Where there's life there's hope, and need of vittles.,",2021-07-28,171
960,#829YPQYLG,#GJJ2Y098J,"""Sometimes jokes are welcome. Like the one about the kid who said: """"I enjoyed school. It was just the principal of the thing.""""""",2020-12-09,338
961,#UR8L82JQ,#LLJQJLPRJ,"Weight has nothing to do with it.,",2021-04-09,342
962,#GYGCJYPL,#Y2PULV0LV,"Truly wonderful, the mind of a child is.,",2021-06-16,
963,#2GPVQYQLG,#82G9G90Y9,"...as young and as ancient as Spring....,",2021-02-22,872
964,#9YJ08GG08,#89UP8GG8L,"My vocabulary did this to me. Your love will let you go on…,",2021-10-30,994
965,#8L2GRYJ0P,#2GPVRQJG2,Black as midnight on a moonless night.,2021-03-08,777
966,#9Q8UCU0Q0,#QUV8C89,"There are no heroes...in life, the monsters win.,",2020-12-26,297
967,#28GUPV8QG,#J9V28UL9,"I have no idea where this will lead us. But I have a definite feeling it will be a place both wonderful and strange.,",2021-05-24,71
968,#YYRPRU82V,#CL08URJ,"What happens to us in the future? Do we become assholes or something?,",2020-11-28,904
969,#PL02LR2,#2GL2RUJL,That gum you like is going to come back in style.,2021-07-13,196
970,#92RUJ8LPP,#2ULYLVQ,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2021-06-21,132
971,#2JRYRPL8,#2Y2PPQ0JV,"Soon will I rest, yes, forever sleep. Earned it I have. Twilight is upon me, soon night must fall.,",2021-09-06,881
972,#28QJJ8YUR,#90VRUJLY,"I am confound.,",2021-05-14,510
973,#9LYUG09,#RQCUUP2,"Am I dying, or is this my birthday?,",2021-03-23,
974,#89PL0YV,#2P2LVRG99,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2020-08-08,374
975,#2JJ9Y9GLQ,#90UJPLCQQ,"I went the distance.,",2021-06-20,758
976,#P9R8CPCUG,#C09PV2RV,"The world is indeed full of peril and in it there are many dark places.,",2020-11-08,134
977,#PG9CR2RC,#2P0PQCVPC,"I didn't think it would end this way.,",2021-10-09,295
978,#9PVLCGVQ,#Y9JGY28U,"To answer power with power, the Jedi way this is not. In this war, a danger there is, of losing who we are.,",2021-02-26,674
979,#RPUU9RY8,#2Y2PPQ0JV,"I've never seen purple underwear before!,",2021-06-17,185
980,#PV8LRVCJU,#PJJURULY,"All right. This is an oldie, but, uh... well, it's an oldie where I come from.,",2020-08-18,745
981,#P02QYPQ8V,#2GVLPR28L,"No! It requires something with a little more kick...plutonium!,",2020-11-07,697
982,#828200G2P,#22U8RQ908,"Sing, all ye children of the West,",2021-10-07,
983,#9UVJP08QR,#GGL90Q9J,"See you later, Pop. Whoo! Time to change that oil.,",2021-01-03,
984,#PU0GY8Q9,#2VURRCG90,"I didn't think it would end this way.,",2021-01-22,168
985,#82R8VJGGR,#2L0V2YQUY,"Moonlight drowns out all but the brightest stars.,",2021-08-20,
986,#2CRQQ2CVP,#P8YLG882L,"The Lord of the Ringwraiths had met his doom.,",2021-11-03,
987,#P8C8JRV,#YG9UL29R0,"Tape Seinfeld for me.,",2021-08-04,363
988,#9089JPLQ,#2L2UC2LQU,"Strong is Vader. Mind what you have learned. Save you it can.,",2021-08-15,
989,#2U2JJ098Q,#29VQ2G8G,"Memory is not what the heart desires. That is only a mirror,,",2020-09-13,990
990,#2GL2RUJL,#2GL2RUJL,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2020-12-09,198
991,#2GP88YU0,#98UCCVRRJ,"Wait a minute. Wait a minute, Doc. Ah... Are you telling me that you built a time machine... out of a DeLorean?,",2021-09-13,
992,#92LRGLQ2C,#9JPQJPU9J,"That's Strickland. Jesus, didn't that guy ever have hair?,",2021-08-30,661
993,#YCLJUU8G,#2PYUQL2VG,"his old life lay behind in the mists, dark adventure lay in front.,",2021-02-09,797
994,#2YVJVGP02,#8GG92RQUG,"I'm from the future. I came here in a Time Machine that you invented. Now I need your help to get back to the year 1985.,",2020-09-03,398
995,#2VP9LL2JP,#8U2LRYGR,"I love you.,",2020-09-03,
996,#P8J2V2CQ,#G22U2G8J8,"Good relations with the Wookiees, I have.,",2021-02-06,913
997,#2JR800G,#CGLRRPYL,"What if I send in the tape and they don't like it? I mean, what if they say I'm no good? What if they say 'Get outta here, kid. You got no future'? I mean, I just don't think I can take that kind of rejection. Jesus, I'm starting to sound like my old man!,",2021-10-21,60
998,#U99C2JVG,#28PQ9GJG9,"Now I may be an idiot, but there’s one thing I am not sir, and that sir, is an idiot.,",2021-07-22,493
999,#2VQ90LLL,#9RR9ULL99,"Good relations with the Wookiees, I have.,",2021-11-09,866
1000,#8JG820YQG,#2YJV8QPRL,"All my possessions for a moment of time.,",2020-08-22,
