id,sender,receiver,text,date,answer
949,#2828UJVPG,#8VUVGPVC,You may think I've gone insane... but I promise. I will kill again.,2021-06-05,107
950,#G9GCGCGG,#8VUVGPVC,"No, no, no, no, no, this sucker's electrical, but I need a nuclear reaction to generate the 1.21 gigawatts of electricity I need.,",2021-06-08,
951,#P2RUVC9VR,#Y0QR0Y2U,"""And one for you, McFly; I believe that makes four in a row. Now let me give you a nickel's worth of free advice, young man. This so-called Dr. Brown is dangerous. He's a real nutcase. You hang around with him, you're gonna end up in big trouble.,""",2021-04-14,
952,#2Q8RJGPVV,#QCJ0J9UP,"Strong is Vader. Mind what you have learned. Save you it can.,",2021-10-06,
953,#8C9CR9YG,#9QY9JG09,"Weight has nothing to do with it.,",2020-09-28,
954,#82LP8CPJ8,#8VUVGPVC,"I can't believe you'd loan me your car without telling me it had a blind spot. I could've been killed!,",2021-07-03,958
955,#GUJ2PLG89,#PV2G9U2L,"The appropriate question is, 'when the hell are they?' You see, Einstein has just become the world's first time traveler! I sent him into the future. One minute into the future to be exact. And at precisely 1:21 a.m. and zero seconds, we shall catch up with him and the time machine.,",2020-09-25,582
956,#CG2VJYP,#9G2PVP0R,J'ai une âme solitaire.,2021-06-30,12
957,#VR29JCCG,#PJY9PP98,"Well, you're safe and sound now, back in good old 1955.,",2021-09-04,
958,#VV929UL9,#P0LLG9RG,"The world is indeed full of peril and in it there are many dark places.,",2020-08-21,660
959,#9VY020RQV,#P0LLG9RG,"I've had enough practical jokes for one evening. Good night, future boy!,",2020-10-29,
960,#YJ8R2Y9L,#8VUVGPVC,"I forgot something.,",2021-03-09,250
961,#Q9PGVUY8,#9CCJ2R02,"Things are not always as they seemed, much that may seem evil can be good.,",2021-06-26,908
962,#J8R89YC8,#L0YJ02YL,"I am so not competitive. In fact, I am the least non-competitive. So I win.,",2020-10-31,21
963,#2GLLJ9QY,#PJY9PP98,"""Size matters not. Look at me. Judge me by my size, do you? Hmm? Hmm. And well you should not. For my ally is the Force, and a powerful ally it is. Life creates it, makes it grow. Its energy surrounds us and binds us. Luminous beings are we, not this crude matter. You must feel the Force around you; here, between you, me, the tree, the rock, everywhere, yes. Even between the land and the ship.,""",2020-11-29,870
964,#RPYLJJ0U,#P0LLG9RG,"Whoa. This is heavy.,",2020-11-08,633
965,#988RL92U,#9QY9JG09,"Once you start down the dark path, forever will it dominate your destiny, consume you it will.,",2020-09-14,
966,#PG9CR2RC,#9QY9JG09,"Memory is not what the heart desires. That is only a mirror....,",2021-01-06,836
967,#99QVP8J8Q,#PJY9PP98,"Save the clock tower!,",2020-11-21,597
968,#LUGVG9PC,#8VUVGPVC,"Radiation suit? Of course. 'Cause of all the fallout from the atomic wars.,",2021-05-04,
969,#LY2V9GQV9,#8VUVGPVC,There was a fish in the percolator!,2021-09-09,968
970,#QV2PYL,#PJY9PP98,"Summer will end soon enough, and childhood as well.,",2020-08-21,817
971,#JUUQ99U0,#VQCQQJP,"The wolf that one hears is worse than the orc that one fears. - Boromir,",2020-09-28,
972,#LJYU90R9Y,#9QY9JG09,"Dear Dr. Brown. On the night that I go back in time, you will be shot by terrorists. Please take whatever precautions are necessary to prevent this terrible disaster. Your friend, Marty.,",2020-12-25,259
973,#29UJ9Q99,#Y0QR0Y2U,"Look! There's a rhythmic ceremonial ritual coming up.,",2020-10-22,735
974,#2PU98V8QJ,#L0QPV,"Well, you're safe and sound now, back in good old 1955.,",2021-03-06,532
975,#99V99R2PV,#2CQQVQCU,"Oh. One other thing. If you guys ever have kids, and one of them, when he's eight years old, accidentally sets fire to the living room rug... go easy on him.,",2020-12-30,246
976,#JY9JLYRR,#9G2PVP0R,"When you play a game of thrones you win or you die.,",2021-01-01,253
977,#2PYUQL2VG,#Y0QR0Y2U,"Ow, ow, OW! On my ear you are!,",2020-08-22,439
978,#J8R89YC8,#L0QPV,"Hey, Biff, get a load of this guy's life preserver. Dork thinks he's gonna drown.,",2021-08-15,319
979,#9UPG92JC,#PJY9PP98,"Go now, and die in what way seems best to you.,",2021-04-07,
980,#9YYCUUYRP,#9G2PVP0R,"Look, I'm just not ready to ask Lorraine out to the dance, and not you, or anybody else on this planet is gonna make me change my mind.,",2020-11-11,735
981,#P2CLCV8,#PJY9PP98,"Crazy drunk driver.,",2021-10-16,282
982,#GQPRJCUU,#28V2QQ9C,"It's already mutated into human form! Shoot it!,",2021-08-16,
983,#28V9Q0,#9G2PVP0R,"""Through the darkness of future's past, the magician longs to see. One chants out between two worlds... """"Fire... walk with me.""""""",2021-07-24,
984,#9PRCYU8U,#PJY9PP98,"Next saturday night we're sending you back to the future!,",2020-10-01,877
985,#V9LR928J,#PJY9PP98,"We're the, uh... We're the Pinheads.,",2021-10-05,118
986,#V0QCQUCL,#QCJ0J9UP,"Don't be so gullible, McFly. Got the place fixed up nice, though, McFly.,",2021-06-01,639
987,#2UV9020RY,#PPCLCJG9,There was a fish in the percolator!,2020-09-13,187
988,#R8UYJ2YP,#9G2PVP0R,"Now, remember. According to my theory, you interfered with your parents' first meeting. If they don't meet, they won't fall in love, they won't get married and they won't have kids. That's why your older brother's disappearing from that photograph. Your sister will follow, and unless you repair the damage, you'll be next.,",2021-09-23,524
989,#J9LQGLL8,#Y0QR0Y2U,"Moonlight drowns out all but the brightest stars.,",2021-01-18,969
990,#2GPVRQJG2,#L0QPV,"You know, this is great guys. Drinking and eating garbage. I'm glad we all took a mental health day.,",2020-10-02,951
991,#9C2YV2RQ,#9GUCJRL0,"Last night, Darth Vader came down from Planet Vulcan and told me that if I didn't take Lorraine out, that he'd melt my brain.,",2021-07-03,860
992,#80V0JULJ,#9QY9JG09,"No, get out of town. My mom thinks I'm going camping with the guys. Look, Jennifer, my mother would freak out if she knew I was going out with you, and I'd get the standard lecture about how she never did that kind of stuff when she was a kid. I mean, look, I think the woman was born a nun.,",2020-08-06,700
993,#99V99R2PV,#28V2QQ9C,"Use your feelings, Obi-Wan, and find him you will.,",2020-08-09,825
994,#YC288PYG,#9CCJ2R02,"Maybe you were adopted.,",2021-07-27,
995,#9PRP2URC,#9GUCJRL0,"The Lord of the Ringwraiths had met his doom.,",2021-06-07,
996,#2YJCGYVQ8,#PPCLCJG9,"...as young and as ancient as Spring....,",2020-11-19,834
997,#8L009JURJ,#L0YJ02YL,"He laid out Biff in one punch. I didn't know he had it in him. He's never stood up to Biff in his life!,",2021-08-08,381
998,#80V8U9U0J,#9CCJ2R02,"Perfect! My experiment worked! They're all exactly 25 minutes slow!,",2021-09-17,187
999,#U99C2JVG,#8YLJ8UL2,"One! Two! Three!,",2021-02-21,380
1000,#YCLJUU8G,#L0QPV,"Around the survivors a perimeter create.,",2021-11-14,
